State,Job,Median Salary,Description,2022,2021,2020,2019,2018 
Washington,Editor,71606,Level I(Junior/Apprentice/Entry)-70030 & LevelII(Senior) -71606,71606,70895,67928,77267,69223
Washington,Reporter,63046,Level I(Junior/Apprentice/Entry)-60757 & LevelII(Senior) -63046,63046,62465,64778,66987,64778
Washington,Fashion Designer,58975,Level I(Junior/Apprentice/Entry)-56764 & LevelII(Senior) -58975,58975,57283,57389,66154,57075
Washington,Quantity Surveyor,75595,Level I(Junior/Apprentice/Entry)-70663 & LevelII(Senior)-75595,75595,67347,65690,75070,76184
Washington,Fire Fighter,47668,Level I(Junior/Apprentice/Entry)-42987 & LevelII(Senior)-47668,47668,41718,45850,51846,51740
Washington,Warden,48614,Level I(Junior/Apprentice/Entry)-44982 & LevelII(Senior)-48614,48614,39539,39539,48406,46458
Washington,Prison administrator,74643,Level I(Junior/Apprentice/Entry)-73441 & LevelII(Senior) -74643,74643,73696,70039,77654,72551
Washington,Food Scientist,56155,Level I(Junior/Apprentice/Entry)-51612 & LevelII(Senior) -56155,56155,58211,56155,63291,54855
Washington,Game Designer,69512,Level I(Junior/Apprentice/Entry)-65837 & LevelII(Senior) -69512,69512,68470,69837,75049,70901
Washington,Data Analyst,80980,Level I(Junior/Apprentice/Entry)-75784 & LevelII(Senior)-80980,80980,72258,71094,81086,79522
Washington,Computer Security Analyst,86233,Level I(Junior/Apprentice/Entry)-81418 & LevelII(Senior)-86233,86233,77604,81609,83665,88204
Washington,Finance Executive,92025,Level I(Junior/Apprentice/Entry)-90166 & LevelII(Senior)-92025,92025,83373,83845,92281,91700
Washington,Lecturer,60345,Level I(Junior/Apprentice/Entry)-56841 & LevelII(Senior) -60345,60345,62245,62078,69420,60934
Washington,Industrial Engineer,62968,Level I(Junior/Apprentice/Entry)-58036 & LevelII(Senior) -62968,62968,61919,65398,72024,62310
Washington,Safety Administrator,64528,Level I(Junior/Apprentice/Entry)-60238 & LevelII(Senior)-64528,64528,58685,57502,67132,66607
Washington,Interior Designer,59576,Level I(Junior/Apprentice/Entry)-57287 & LevelII(Senior)-59576,59576,50705,52226,60697,60582
Washington,Film Director,73143,Level I(Junior/Apprentice/Entry)-68600 & LevelII(Senior) -73143,73143,74230,70028,79722,70028
Washington,Judge,70426,Level I(Junior/Apprentice/Entry)-65828 & LevelII(Senior) -70426,70426,73639,70760,80782,75050
Washington,Law Clerk,50060,Level I(Junior/Apprentice/Entry)-49195 & LevelII(Senior)-50060,50060,41496,42860,46330,49418
Washington,Inteligence Analyst,71193,Level I(Junior/Apprentice/Entry)-70393 & LevelII(Senior)-71193,71193,67157,63708,71193,69769
Washington,Jeweler,50854,Level I(Junior/Apprentice/Entry)-47179 & LevelII(Senior) -50854,50854,53927,54921,60718,52154
Washington,Postal Officer,31258,Level I(Junior/Apprentice/Entry)-26168 & LevelII(Senior) -31258,31258,28956,30884,36131,31442
Washington,Mail Clerk,40169,Level I(Junior/Apprentice/Entry)-35373 & LevelII(Senior)-40169,40169,33668,32247,38771,39550
Washington,Police Director,82158,Level I(Junior/Apprentice/Entry)-78910 & LevelII(Senior)-82158,82158,79393,79938,85936,84811
Washington,Training Officer,53098,Level I(Junior/Apprentice/Entry)-48166 & LevelII(Senior) -53098,53098,54972,51700,56790,51194
Washington,Manufacturing Engineer,73346,Level I(Junior/Apprentice/Entry)-70423 & LevelII(Senior) -73346,73346,72252,72252,77650,72169
Washington,Butcher,32757,Level I(Junior/Apprentice/Entry)-29082 & LevelII(Senior)-32757,32757,30364,26131,36979,33766
Washington,Health Inspector,80200,Level I(Junior/Apprentice/Entry)-76696 & LevelII(Senior)-80200,80200,73000,73117,81365,78950
Washington,Health Officer,79270,Level I(Junior/Apprentice/Entry)-76981 & LevelII(Senior)-79270,79270,69795,71095,77619,76303
Washington,Health Administrator,66998,Level I(Junior/Apprentice/Entry)-65422 & LevelII(Senior) -66998,66998,66998,68255,74853,70354
Washington,Medical Secretaries,29489,Level I(Junior/Apprentice/Entry)-27913 & LevelII(Senior) -29489,29489,28766,28974,37802,31247
Washington,Microbiologist,41113,Level I(Junior/Apprentice/Entry)-38190 & LevelII(Senior)-41113,41113,34359,31889,37772,38429
Washington,Midwife,31938,Level I(Junior/Apprentice/Entry)-27395 & LevelII(Senior) -31938,31938,32066,33302,39003,33359
Washington,Weapons Specialist,64505,Level I(Junior/Apprentice/Entry)-60215 & LevelII(Senior)-64505,64505,58382,56681,60438,64369
Washington,Municipal Clerk,41029,Level I(Junior/Apprentice/Entry)-36348 & LevelII(Senior)-41029,41029,37968,37968,40372,42674
Washington,Music Director,57563,Level I(Junior/Apprentice/Entry)-52159 & LevelII(Senior) -57563,57563,57563,57801,62034,56038
Washington,Music Therapist,31478,Level I(Junior/Apprentice/Entry)-30678 & LevelII(Senior) -31478,31478,35545,31320,38678,31595
Washington,Psychiatrist,69659,Level I(Junior/Apprentice/Entry)-67448 & LevelII(Senior)-69659,69659,64168,62868,71304,72615
Washington,Nuclear Engineer,67044,Level I(Junior/Apprentice/Entry)-65468 & LevelII(Senior) -67044,67044,67044,71116,76949,67536
Washington,Nanotechnology Engineer,72499,Level I(Junior/Apprentice/Entry)-67075 & LevelII(Senior)-72499,72499,67864,67007,72873,76701
Washington,Museum Technician,33994,Level I(Junior/Apprentice/Entry)-29396 & LevelII(Senior) -33994,33994,31938,34552,37146,30755
Washington,Neurologist,74755,Level I(Junior/Apprentice/Entry)-71832 & LevelII(Senior) -74755,74755,72632,70131,77302,74690
Washington,Diagnostician,81961,Level I(Junior/Apprentice/Entry)-77363 & LevelII(Senior)-81961,81961,77311,76400,85739,82519
Washington,Gynecologist,71264,Level I(Junior/Apprentice/Entry)-66974 & LevelII(Senior) -71264,71264,67259,67774,76998,69532
Washington,Peadetrician,71874,Level I(Junior/Apprentice/Entry)-68441 & LevelII(Senior)-71874,71874,65953,65914,73089,74781
Washington,Pilot,84776,Level I(Junior/Apprentice/Entry)-82508 & LevelII(Senior)-84776,84776,79075,77910,86158,85941
Washington,Power Plant Operator,62160,Level I(Junior/Apprentice/Entry)-60958 & LevelII(Senior)-62160,62160,56415,59767,61976,64633
Washington,Political Analyst,65141,Level I(Junior/Apprentice/Entry)-61509 & LevelII(Senior) -65141,65141,66013,68482,70875,65003
Washington,Private Detective,61302,Level I(Junior/Apprentice/Entry)-59091 & LevelII(Senior)-61302,61302,54131,53667,61074,56743
Washington,Quality Control Analyst,62705,Level I(Junior/Apprentice/Entry)-57773 & LevelII(Senior)-62705,62705,55569,53649,61284,60932
Washington,Radiology Technician,57877,Level I(Junior/Apprentice/Entry)-54954 & LevelII(Senior) -57877,57877,55985,57129,63089,55710
Washington,Pathologist,74554,Level I(Junior/Apprentice/Entry)-73363 & LevelII(Senior)-74554,74554,66939,67147,74611,75776
Washington,Funeral Manager,70458,Level I(Junior/Apprentice/Entry)-67566 & LevelII(Senior)-70458,70458,64912,61234,66577,70458
Washington,Licence Officer,37243,Level I(Junior/Apprentice/Entry)-34954 & LevelII(Senior) -37243,37243,37494,37632,47599,37494
Washington,State representative,69875,Level I(Junior/Apprentice/Entry)-67607 & LevelII(Senior)-69875,69875,65571,63671,72746,74499
Washington,Sculptor,55141,Level I(Junior/Apprentice/Entry)-53282 & LevelII(Senior) -55141,55141,56913,56002,63437,55121
Washington,Art Restorer,66176,Level I(Junior/Apprentice/Entry)-62928 & LevelII(Senior)-66176,66176,56165,58769,63872,64228
Washington,Artifact Curator,57039,Level I(Junior/Apprentice/Entry)-51843 & LevelII(Senior)-57039,57039,50667,54272,57731,60659
Washington,Tailor,44199,Level I(Junior/Apprentice/Entry)-43008 & LevelII(Senior)-44199,44199,38353,36595,46366,44947
Washington,Shoe Maker,43768,Level I(Junior/Apprentice/Entry)-39478 & LevelII(Senior)-43768,43768,34238,34627,40035,41459
Washington,Traffic Control Officer,40188,Level I(Junior/Apprentice/Entry)-39170 & LevelII(Senior)-40188,40188,38305,36881,41459,40361
Washington,Meteorology Engineer,61963,Level I(Junior/Apprentice/Entry)-60761 & LevelII(Senior) -61963,61963,63684,61963,69484,62675
Washington,Meteorology Administrator,64004,Level I(Junior/Apprentice/Entry)-61793 & LevelII(Senior) -64004,64004,61964,62215,70329,62298
Washington,Spa Manager,34652,Level I(Junior/Apprentice/Entry)-32905 & LevelII(Senior) -34652,34652,33811,34805,41094,30874
Washington,Surgeon,94013,Level I(Junior/Apprentice/Entry)-91090 & LevelII(Senior)-94013,94013,85361,86222,92976,95855
Washington,Chauffeur,42841,Level I(Junior/Apprentice/Entry)-38045 & LevelII(Senior)-42841,42841,36881,37968,40746,42418
Washington,Bank Teller,48248,Level I(Junior/Apprentice/Entry)-43158 & LevelII(Senior)-48248,48248,41740,43168,50304,50105
Washington,Watch Repairer,29278,Level I(Junior/Apprentice/Entry)-27419 & LevelII(Senior) -29278,29278,31305,28499,35062,29881
Washington,Writer,42712,Level I(Junior/Apprentice/Entry)-40423 & LevelII(Senior) -42712,42712,41602,43222,50941,44954
Washington,Waiter,24084,Level I(Junior/Apprentice/Entry)-21192 & LevelII(Senior) -24084,24084,21431,21854,26120,21431
Washington,Roofer,42526,Level I(Junior/Apprentice/Entry)-40315 & LevelII(Senior)-42526,42526,37856,35313,44146,40468
Washington,Supply Chain Manager,79670,Level I(Junior/Apprentice/Entry)-78468 & LevelII(Senior)-79670,79670,70571,74248,76795,77013
Washington,Property Manager,71473,Level I(Junior/Apprentice/Entry)-68550 & LevelII(Senior)-71473,71473,68321,65607,74440,74829
Washington,Risk Assessment Manager,71177,Level I(Junior/Apprentice/Entry)-68285 & LevelII(Senior)-71177,71177,65277,65334,72341,70978
Washington,Soil Analyst,68108,Level I(Junior/Apprentice/Entry)-65819 & LevelII(Senior)-68108,68108,64038,65097,67756,66915
Washington,Catering Specialist,65674,Level I(Junior/Apprentice/Entry)-61999 & LevelII(Senior) -65674,65674,61050,64615,69366,62184
West Virginia,Dentist,137554,Level I(Junior/Apprentice/Entry)-132358 & LevelII(Senior) -137554,137554,137346,138152,148154,137818
West Virginia,Nurse,71194,Level I(Junior/Apprentice/Entry)-70176 & LevelII(Senior)-71194,71194,60386,61500,66655,70333
West Virginia,Pharmacist,117042,Level I(Junior/Apprentice/Entry)-114753 & LevelII(Senior)-117042,117042,108478,109906,118342,114612
West Virginia,Computer Systems Analyst,74999,Level I(Junior/Apprentice/Entry)-69595 & LevelII(Senior) -74999,74999,76459,74999,82103,73474
West Virginia,Physician,188360,Level I(Junior/Apprentice/Entry)-186149 & LevelII(Senior)-188360,188360,178338,181411,188202,187951
West Virginia,Database Administrator,79022,Level I(Junior/Apprentice/Entry)-73826 & LevelII(Senior)-79022,79022,71715,74199,76408,80586
West Virginia,Software Developer,87783,Level I(Junior/Apprentice/Entry)-85515 & LevelII(Senior) -87783,87783,84715,86607,93201,84715
West Virginia,Physical Therapist,73387,Level I(Junior/Apprentice/Entry)-72369 & LevelII(Senior) -73387,73387,74682,76728,81601,74255
West Virginia,Web Developer,82794,Level I(Junior/Apprentice/Entry)-77370 & LevelII(Senior)-82794,82794,72194,75814,82186,82794
West Virginia,Dental Hygienist,72984,Level I(Junior/Apprentice/Entry)-68694 & LevelII(Senior)-72984,72984,65848,68680,74078,71227
West Virginia,Occupational Therapist,71572,Level I(Junior/Apprentice/Entry)-66757 & LevelII(Senior) -71572,71572,71928,73955,79363,70222
West Virginia,Veterinarian,82140,Level I(Junior/Apprentice/Entry)-76736 & LevelII(Senior) -82140,82140,78144,78342,84687,79308
West Virginia,Computer Programmer,75478,Level I(Junior/Apprentice/Entry)-73267 & LevelII(Senior)-75478,75478,69941,71430,74441,77026
West Virginia,School Psychologist,62406,Level I(Junior/Apprentice/Entry)-58731 & LevelII(Senior) -62406,62406,64326,64907,68695,64938
West Virginia,Physical Therapist Assistant,48417,Level I(Junior/Apprentice/Entry)-46149 & LevelII(Senior) -48417,48417,45916,49593,54263,49072
West Virginia,Interpreter & Translator,45462,Level I(Junior/Apprentice/Entry)-41172 & LevelII(Senior)-45462,45462,39445,38856,47152,45060
West Virginia,Mechanical Engineer,70685,Level I(Junior/Apprentice/Entry)-67793 & LevelII(Senior) -70685,70685,72067,72577,76691,70704
West Virginia,Veterinary Technologist & Technician,28393,Level I(Junior/Apprentice/Entry)-24960 & LevelII(Senior) -28393,28393,27929,27872,32351,25344
West Virginia,Epidemiologist,69135,Level I(Junior/Apprentice/Entry)-67559 & LevelII(Senior)-69135,69135,63129,61072,66531,66609
West Virginia,IT Manager,115062,Level I(Junior/Apprentice/Entry)-112851 & LevelII(Senior) -115062,115062,117108,114639,123242,115418
West Virginia,Market Research Analyst,56917,Level I(Junior/Apprentice/Entry)-54649 & LevelII(Senior) -56917,56917,58603,55752,65165,58603
West Virginia,Diagnostic Medical Sonographer,63834,Level I(Junior/Apprentice/Entry)-62258 & LevelII(Senior) -63834,63834,60320,60867,70091,61735
West Virginia,Computer Systems Administrator,69223,Level I(Junior/Apprentice/Entry)-64291 & LevelII(Senior) -69223,69223,68078,67466,74474,67537
West Virginia,Respiratory Therapist,50752,Level I(Junior/Apprentice/Entry)-49887 & LevelII(Senior) -50752,50752,53139,50154,59021,54148
West Virginia,Medical Secretary,33319,Level I(Junior/Apprentice/Entry)-29029 & LevelII(Senior)-33319,33319,26862,27956,33207,32260
West Virginia,Civil Engineer,82483,Level I(Junior/Apprentice/Entry)-81465 & LevelII(Senior)-82483,82483,76193,74692,80151,78805
West Virginia,Substance Abuse Counselor,41788,Level I(Junior/Apprentice/Entry)-39929 & LevelII(Senior)-41788,41788,37338,34869,42215,43083
West Virginia,Speech-Language Pathologist,63726,Level I(Junior/Apprentice/Entry)-58794 & LevelII(Senior) -63726,63726,66861,64552,72782,64469
West Virginia,Landscaper & Groundskeeper,28914,Level I(Junior/Apprentice/Entry)-27338 & LevelII(Senior)-28914,28914,20587,22319,28706,24712
West Virginia,Radiologic Technologist ,50324,Level I(Junior/Apprentice/Entry)-46692 & LevelII(Senior) -50324,50324,54318,53944,59191,53661
West Virginia,Cost Estimator,63121,Level I(Junior/Apprentice/Entry)-57925 & LevelII(Senior)-63121,63121,57249,56864,60729,60299
West Virginia,Financial Advisor,65680,Level I(Junior/Apprentice/Entry)-64478 & LevelII(Senior) -65680,65680,64269,61548,70151,61665
West Virginia,Marriage & Family Therapist,49944,Level I(Junior/Apprentice/Entry)-48368 & LevelII(Senior)-49944,49944,44693,44151,47642,50072
West Virginia,Medical Assistant,24104,Level I(Junior/Apprentice/Entry)-19308 & LevelII(Senior) -24104,24104,28098,25668,32932,24702
West Virginia,Lawyer,110438,Level I(Junior/Apprentice/Entry)-107005 & LevelII(Senior) -110438,110438,111062,107906,118126,112465
West Virginia,Accountant,64309,Level I(Junior/Apprentice/Entry)-60805 & LevelII(Senior)-64309,64309,60874,57654,65373,63641
West Virginia,Compliance Officer,57517,Level I(Junior/Apprentice/Entry)-52702 & LevelII(Senior) -57517,57517,58693,59575,64983,56765
West Virginia,High School Teacher,48946,Level I(Junior/Apprentice/Entry)-45698 & LevelII(Senior) -48946,48946,51478,53505,59185,50937
West Virginia,Clinical Laboratory Technician,35364,Level I(Junior/Apprentice/Entry)-31732 & LevelII(Senior) -35364,35364,33308,32125,39208,33269
West Virginia,Maintenance & Repair Worker,40420,Level I(Junior/Apprentice/Entry)-36916 & LevelII(Senior)-40420,40420,33041,30649,37541,40526
West Virginia,"Bookkeeping, Accounting, & Audit Clerk",31838,Level I(Junior/Apprentice/Entry)-30820 & LevelII(Senior) -31838,31838,32441,31226,39820,29306
West Virginia,Financial Manager,112856,Level I(Junior/Apprentice/Entry)-111991 & LevelII(Senior)-112856,112856,102464,105913,112750,112856
West Virginia,Recreation & Fitness Worker,29583,Level I(Junior/Apprentice/Entry)-27836 & LevelII(Senior) -29583,29583,29119,29062,32195,26240
West Virginia,Insurance Agent,42046,Level I(Junior/Apprentice/Entry)-38371 & LevelII(Senior) -42046,42046,45161,46248,50373,46248
West Virginia,Elementary School Teacher,57742,Level I(Junior/Apprentice/Entry)-54819 & LevelII(Senior)-57742,57742,47406,47386,58234,54669
West Virginia,Dental Assistant,31248,Level I(Junior/Apprentice/Entry)-26158 & LevelII(Senior) -31248,31248,33275,30707,37811,31872
West Virginia,Management Analyst,75007,Level I(Junior/Apprentice/Entry)-69583 & LevelII(Senior) -75007,75007,76864,73244,80651,76693
West Virginia,Home Health Aide,15712,Level I(Junior/Apprentice/Entry)-10780 & LevelII(Senior) -15712,15712,19292,16639,23981,17418
West Virginia,Pharmacy Technician,24536,Level I(Junior/Apprentice/Entry)-19340 & LevelII(Senior) -24536,24536,29140,24850,30958,26692
West Virginia,Construction Manager,86187,Level I(Junior/Apprentice/Entry)-81097 & LevelII(Senior)-86187,86187,79842,83238,88730,86187
West Virginia,Public Relations Specialist,59554,Level I(Junior/Apprentice/Entry)-57695 & LevelII(Senior)-59554,59554,50882,49587,56419,55321
West Virginia,Middle School Teacher,55408,Level I(Junior/Apprentice/Entry)-53832 & LevelII(Senior)-55408,55408,52275,48344,58564,56644
West Virginia,Massage Therapist,36640,Level I(Junior/Apprentice/Entry)-32097 & LevelII(Senior)-36640,36640,32336,32948,38051,39472
West Virginia,Paramedic,36164,Level I(Junior/Apprentice/Entry)-31349 & LevelII(Senior)-36164,36164,26197,25925,35536,34244
West Virginia,Preschool Teacher,28908,Level I(Junior/Apprentice/Entry)-27049 & LevelII(Senior)-28908,28908,24429,24781,30272,31572
West Virginia,Hairdresser,17116,Level I(Junior/Apprentice/Entry)-14224 & LevelII(Senior) -17116,17116,21740,18865,27336,19617
West Virginia,Marketing Manager,111912,Level I(Junior/Apprentice/Entry)-107116 & LevelII(Senior) -111912,111912,111912,115492,121191,115645
West Virginia,Patrol Officer,59126,Level I(Junior/Apprentice/Entry)-56837 & LevelII(Senior)-59126,59126,49534,50655,58620,55130
West Virginia,School Counselor,59826,Level I(Junior/Apprentice/Entry)-56151 & LevelII(Senior)-59826,59826,53765,49540,59720,56206
West Virginia,Executive Assistant,49970,Level I(Junior/Apprentice/Entry)-46295 & LevelII(Senior)-49970,49970,43412,44662,47539,49355
West Virginia,Financial Analyst,71032,Level I(Junior/Apprentice/Entry)-66100 & LevelII(Senior) -71032,71032,73771,70434,79920,71955
West Virginia,Personal Care Aide,22998,Level I(Junior/Apprentice/Entry)-19366 & LevelII(Senior)-22998,22998,16827,15460,22998,24565
West Virginia,Clinical Social Worker,53218,Level I(Junior/Apprentice/Entry)-51359 & LevelII(Senior)-53218,53218,43688,46331,52252,50479
West Virginia,Business Operations Manager,96115,Level I(Junior/Apprentice/Entry)-90691 & LevelII(Senior)-96115,96115,90160,94232,100340,100065
West Virginia,Loan Officer,54855,Level I(Junior/Apprentice/Entry)-52644 & LevelII(Senior) -54855,54855,54898,53334,63211,53849
West Virginia,"Meeting, Convention & Event Planner",51610,Level I(Junior/Apprentice/Entry)-49399 & LevelII(Senior)-51610,51610,44944,42849,48731,47722
West Virginia,Mental Health Counselor,39970,Level I(Junior/Apprentice/Entry)-39105 & LevelII(Senior)-39970,39970,38305,35499,44366,40917
West Virginia,Nursing Aide,23152,Level I(Junior/Apprentice/Entry)-17956 & LevelII(Senior) -23152,23152,19627,20737,25188,23305
West Virginia,Sales Representative,56632,Level I(Junior/Apprentice/Entry)-54364 & LevelII(Senior)-56632,56632,50108,50236,58536,56632
West Virginia,Architect,78236,Level I(Junior/Apprentice/Entry)-77034 & LevelII(Senior)-78236,78236,71172,68036,77072,78372
West Virginia,Sales Manager,106740,Level I(Junior/Apprentice/Entry)-105875 & LevelII(Senior)-106740,106740,96835,97975,105083,102668
West Virginia,HR Specialist,55612,Level I(Junior/Apprentice/Entry)-51069 & LevelII(Senior)-55612,55612,51487,50120,55210,59606
West Virginia,Plumber,42026,Level I(Junior/Apprentice/Entry)-39758 & LevelII(Senior) -42026,42026,42518,43818,52048,43775
West Virginia,Real Estate Agent,40270,Level I(Junior/Apprentice/Entry)-39252 & LevelII(Senior)-40270,40270,35799,37259,42974,44874
West Virginia,Glazier,41082,Level I(Junior/Apprentice/Entry)-40064 & LevelII(Senior)-41082,41082,35703,36432,42646,41125
West Virginia,Art Director,76270,Level I(Junior/Apprentice/Entry)-74059 & LevelII(Senior) -76270,76270,76679,76164,85958,79784
West Virginia,Customer Service Representative,29428,Level I(Junior/Apprentice/Entry)-24885 & LevelII(Senior) -29428,29428,27707,26032,33522,25226
West Virginia,Logistician,73677,Level I(Junior/Apprentice/Entry)-71388 & LevelII(Senior)-73677,73677,68682,66734,72730,76528
West Virginia,Auto Mechanic,31384,Level I(Junior/Apprentice/Entry)-27951 & LevelII(Senior) -31384,31384,34433,33912,37371,30776
West Virginia,Bus Driver,40263,Level I(Junior/Apprentice/Entry)-39245 & LevelII(Senior)-40263,40263,32045,32049,38968,38643
West Virginia,Restaurant Cook,21215,Level I(Junior/Apprentice/Entry)-16617 & LevelII(Senior) -21215,21215,21280,21280,25755,19869
West Virginia,Child & Family Social Worker,39104,Level I(Junior/Apprentice/Entry)-35472 & LevelII(Senior) -39104,39104,37048,35748,45361,37247
West Virginia,Administrative Assistant,26780,Level I(Junior/Apprentice/Entry)-25033 & LevelII(Senior) -26780,26780,31005,26446,33617,27189
West Virginia,Receptionist,30021,Level I(Junior/Apprentice/Entry)-25731 & LevelII(Senior)-30021,30021,21708,24138,26916,26916
West Virginia,Paralegal,45528,Level I(Junior/Apprentice/Entry)-43952 & LevelII(Senior) -45528,45528,42187,43098,50405,43055
West Virginia,Cement Mason & Concrete Finisher,40296,Level I(Junior/Apprentice/Entry)-35615 & LevelII(Senior)-40296,40296,30902,33211,37768,40315
West Virginia,Painter,36832,Level I(Junior/Apprentice/Entry)-35256 & LevelII(Senior)-36832,36832,30206,30949,40826,36832
West Virginia,Sports Coach,30317,Level I(Junior/Apprentice/Entry)-26642 & LevelII(Senior)-30317,30317,23480,23972,33766,33660
West Virginia,Teacher Assistant,26572,Level I(Junior/Apprentice/Entry)-22901 & LevelII(Senior)-26572,26572,22815,18256,28612,27351
West Virginia,Brickmason & Blockmason,50515,Level I(Junior/Apprentice/Entry)-47592 & LevelII(Senior)-50515,50515,42242,42297,50515,47640
West Virginia,Cashier,16971,Level I(Junior/Apprentice/Entry)-14682 & LevelII(Senior) -16971,16971,13426,17965,22263,13426
West Virginia,Janitor,25362,Level I(Junior/Apprentice/Entry)-21929 & LevelII(Senior)-25362,25362,21279,17274,23488,24046
West Virginia,Electrician,47119,Level I(Junior/Apprentice/Entry)-43444 & LevelII(Senior) -47119,47119,43906,45655,52222,44398
West Virginia,Delivery Truck Driver,24348,Level I(Junior/Apprentice/Entry)-19152 & LevelII(Senior) -24348,24348,25609,28415,34684,24682
West Virginia,Maid & Housekeeper,24694,Level I(Junior/Apprentice/Entry)-21261 & LevelII(Senior)-24694,24694,17543,16042,24380,22794
West Virginia,Carpenter,44891,Level I(Junior/Apprentice/Entry)-43873 & LevelII(Senior)-44891,44891,35014,38634,41401,45406
West Virginia,Security Guard,25121,Level I(Junior/Apprentice/Entry)-23545 & LevelII(Senior)-25121,25121,18506,22071,29334,24730
West Virginia,Construction Worker,31197,Level I(Junior/Apprentice/Entry)-26001 & LevelII(Senior)-31197,31197,26558,27591,34854,31197
West Virginia,Fabricator,37838,Level I(Junior/Apprentice/Entry)-37038 & LevelII(Senior)-37838,37838,31899,33302,36761,37317
West Virginia,Telemarketer,27202,Level I(Junior/Apprentice/Entry)-24913 & LevelII(Senior)-27202,27202,18889,18166,27202,25317
West Virginia,Actuary,68142,Level I(Junior/Apprentice/Entry)-67342 & LevelII(Senior) -68142,68142,68122,71799,76469,70042
West Virginia,Biomedical-Engineer,70076,Level I(Junior/Apprentice/Entry)-67787 & LevelII(Senior)-70076,70076,60880,63619,68401,70021
West Virginia,Aerospace Engineer,68717,Level I(Junior/Apprentice/Entry)-63785 & LevelII(Senior)-68717,68717,61965,61179,67216,68361
West Virginia,Agricultural Engineer,57497,Level I(Junior/Apprentice/Entry)-52701 & LevelII(Senior) -57497,57497,58563,58747,60565,56842
West Virginia,Anthropologist,58355,Level I(Junior/Apprentice/Entry)-57490 & LevelII(Senior)-58355,58355,51831,53174,59753,59095
West Virginia,Baker,31358,Level I(Junior/Apprentice/Entry)-26268 & LevelII(Senior) -31358,31358,30973,27951,33567,30338
West Virginia,Lab technician,52486,Level I(Junior/Apprentice/Entry)-50627 & LevelII(Senior)-52486,52486,49200,45675,55150,55308
West Virginia,Chemical Engineer,65761,Level I(Junior/Apprentice/Entry)-64185 & LevelII(Senior) -65761,65761,69675,67189,75508,67189
West Virginia,Biologist,54321,Level I(Junior/Apprentice/Entry)-51429 & LevelII(Senior) -54321,54321,53891,50756,59613,54321
West Virginia,Biochemist,68745,Level I(Junior/Apprentice/Entry)-65853 & LevelII(Senior)-68745,68745,61822,60816,70921,66362
West Virginia,Executive,66285,Level I(Junior/Apprentice/Entry)-64538 & LevelII(Senior) -66285,66285,64985,66246,72128,68341
West Virginia,Clinical Researcher,59303,Level I(Junior/Apprentice/Entry)-57092 & LevelII(Senior)-59303,59303,51565,49807,57921,59912
West Virginia,Military Officer,53370,Level I(Junior/Apprentice/Entry)-50478 & LevelII(Senior)-53370,53370,50493,49764,52713,54403
West Virginia,Military Inspector,57917,Level I(Junior/Apprentice/Entry)-53374 & LevelII(Senior) -57917,57917,57204,54697,60511,56245
West Virginia,Military Administrator,59025,Level I(Junior/Apprentice/Entry)-56133 & LevelII(Senior) -59025,59025,61466,59153,66947,60368
West Virginia,Crane Operator,42024,Level I(Junior/Apprentice/Entry)-41006 & LevelII(Senior) -42024,42024,42024,42885,50676,44505
West Virginia,Military Cook,40055,Level I(Junior/Apprentice/Entry)-39255 & LevelII(Senior) -40055,40055,40055,40861,47727,44659
West Virginia,Auditor,62142,Level I(Junior/Apprentice/Entry)-56738 & LevelII(Senior)-62142,62142,55700,55918,60393,58465
West Virginia,Security Manager,58876,Level I(Junior/Apprentice/Entry)-53472 & LevelII(Senior)-58876,58876,49162,52375,55604,59676
West Virginia,Medical Administrator,154284,Level I(Junior/Apprentice/Entry)-152073 & LevelII(Senior)-154284,154284,147629,144292,151756,150353
West Virginia,Court Clerk,47434,Level I(Junior/Apprentice/Entry)-42010 & LevelII(Senior) -47434,47434,46048,48923,50523,47976
West Virginia,Nutritionist,43497,Level I(Junior/Apprentice/Entry)-42295 & LevelII(Senior) -43497,43497,43927,42894,46977,40590
West Virginia,Economist,76191,Level I(Junior/Apprentice/Entry)-73923 & LevelII(Senior)-76191,76191,71655,71655,77610,75768
West Virginia,Security Consultant,64583,Level I(Junior/Apprentice/Entry)-60912 & LevelII(Senior)-64583,64583,58566,54972,60786,65192
West Virginia,Editor,67656,Level I(Junior/Apprentice/Entry)-64024 & LevelII(Senior) -67656,67656,70612,67873,76146,68796
West Virginia,Reporter,67160,Level I(Junior/Apprentice/Entry)-65584 & LevelII(Senior)-67160,67160,61679,60565,67160,69601
West Virginia,Fashion Designer,67022,Level I(Junior/Apprentice/Entry)-64754 & LevelII(Senior)-67022,67022,58808,59587,66769,67275
West Virginia,Quantity Surveyor,71982,Level I(Junior/Apprentice/Entry)-68734 & LevelII(Senior)-71982,71982,65690,69915,71580,74455
West Virginia,Fire Fighter,45632,Level I(Junior/Apprentice/Entry)-43364 & LevelII(Senior) -45632,45632,43146,45785,48918,42360
West Virginia,Warden,47753,Level I(Junior/Apprentice/Entry)-42821 & LevelII(Senior)-47753,47753,41351,39535,44228,44786
West Virginia,Prison administrator,77302,Level I(Junior/Apprentice/Entry)-72621 & LevelII(Senior)-77302,77302,70628,73867,76634,80867
West Virginia,Food Scientist,55106,Level I(Junior/Apprentice/Entry)-50291 & LevelII(Senior) -55106,55106,55189,56864,64077,56283
